Date-Time,Temperature,WindSpeed,Barometer,Visibility
2019-01-01 00:00:00,10.0,32.0,82.0,1028.0
2019-01-01 01:00:00,10.0,35.0,82.0,1028.0
2019-01-01 02:00:00,10.0,35.0,82.0,1027.0
