Date-Time,Headcount,low_consumption_ratio,medium_consumption_ratio,high_consumption_ratio,male_ratio,female_ratio,age_range1_ratio,age_range2_ratio,age_range3_ratio,age_range4_ratio,age_range5_ratio,Coref_Industrial,Coref_Commercial,Coref-Transportation,Coref-Residential
2019-01-01 00:00:00,25075,0.261814556331007,0.3514656031904287,0.3867198404785643,0.5420538384845464,0.4264406779661017,0.005543369890329013,0.2488933200398804,0.4477367896311067,0.2239282153539382,0.04239282153539382,0.64843192,0.634503006,0.907583604,0.170023371
2019-01-01 01:00:00,24496,0.2558376877857609,0.3538945133899412,0.3902677988242979,0.5405372305682561,0.4261103853690398,0.005143696930111038,0.2556335728282169,0.4446440235140431,0.2197909862834748,0.04143533638145003,0.64843192,0.634503006,0.907583604,0.170023371
2019-01-01 02:00:00,23908,0.2573615526183704,0.35226702359043,0.3903714237911996,0.5444621047348168,0.4217835034298143,0.004893759411075791,0.2518403881545926,0.4456248954324912,0.2213066755897607,0.04257988957671072,0.64843192,0.634503006,0.907583604,0.170023371
